
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,5560556,1,1
12,5560556,0,1
13,5560556,0,1
14,5560556,0,1
15,b2c50fa1,0,1
16,d6856b6a,0,1
17,d685ab6a,0,1
18,d685eb6a,0,1
19,d6842b6a,0,1
20,d6846b6a,0,1
21,d684ab6a,0,1
22,d684eb6a,0,1
23,0,0,1
24,0,0,1
25,d69bab6a,0,1
26,d69beb6a,0,1
27,d69a2b6a,0,1
28,d69a6b6a,0,1
29,d69aab6a,0,1
30,d69aeb6a,0,1
31,d6992b6a,0,1
32,d6996b6a,0,1
33,d699ab6a,0,1
34,0,0,1
35,0,0,1
36,0,0,1
37,d698ab6a,0,1
38,d698eb6a,0,1
39,d69f2b6a,0,1
40,d69f6b6a,0,1
41,d69fab6a,0,1
42,d69feb6a,0,1
43,d69e2b6a,0,1
44,0,0,1
45,0,0,1
46,0,0,1
47,0,0,1
48,0,0,1
49,0,0,1
50,0,0,1
51,0,0,1
52,0,0,1
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,5560556,1,1
60,5560556,0,1
61,5560556,0,1
62,b2c50fa1,0,1
63,d6912b6a,0,1
64,d6916b6a,0,1
65,d691ab6a,0,1
66,d691eb6a,0,1
67,d6902b6a,0,1
68,0,0,1
69,d690ab6a,0,1
70,d690eb6a,0,1
71,0,0,1
72,0,0,1
73,d697ab6a,0,1
74,d697eb6a,0,1
75,d6962b6a,0,1
76,0,0,1
77,0,0,1
78,0,0,1
79,d6952b6a,0,1
80,d6956b6a,0,1
81,d695ab6a,0,1
82,d695eb6a,0,1
83,d6942b6a,0,1
84,d6946b6a,0,1
85,d694ab6a,0,1
86,d694eb6a,0,1
87,aaaaab6a,0,1
88,0,0,1
89,0,0,1
90,0,0,1
91,0,0,1
92,0,0,1
93,0,0,1
94,0,0,1
95,0,0,1
96,0,0,1
97,0,0,0
98,0,0,0
99,0,0,0
