
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,0,0,0,0,0
5,0,0,0,0,0
6,0,0,0,0,0
7,0,0,0,0,0
8,0,0,0,0,0
9,0,0,0,0,0
10,0,0,0,0,0
11,0,0,0,0,0
12,0,0,0,0,0
13,0,0,0,0,0
14,0,0,0,0,0
15,0,0,0,0,0
16,0,0,0,0,0
17,0,0,0,0,0
18,0,0,0,0,0
19,0,0,0,0,0
20,0,0,0,0,0
21,0,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
25,0,0,0,0,0
26,0,0,0,0,0
27,0,0,0,0,0
28,0,0,0,0,0
29,0,0,0,0,0
30,0,0,0,0,0
31,1,4,672,4,672
32,1,4,672,4,672
33,1,4,672,4,672
34,1,4,672,4,672
35,1,4,672,4,672
36,1,4,672,4,672
37,1,4,672,4,672
38,1,4,672,4,672
39,1,4,672,4,672
40,1,4,672,4,672
41,1,4,672,4,672
42,1,4,672,4,672
43,1,4,672,4,672
44,1,4,672,4,672
45,1,4,672,4,672
46,1,4,672,4,672
47,1,4,672,4,672
48,1,4,672,4,672
49,1,4,672,4,672
50,1,4,672,4,672
51,1,4,672,4,672
52,1,4,672,4,672
53,1,4,672,4,672
54,1,4,672,4,672
55,1,4,672,4,672
56,1,4,672,4,672
57,1,4,672,4,672
58,1,4,672,4,672
59,1,4,672,4,672
60,1,4,672,4,672
61,2,0,664,4,1336
62,2,0,664,4,1336
63,2,0,664,4,1336
64,2,0,664,4,1336
65,2,0,664,4,1336
66,2,0,664,4,1336
67,2,0,664,4,1336
68,2,0,664,4,1336
69,2,0,664,4,1336
70,2,0,664,4,1336
71,2,0,664,4,1336
72,2,0,664,4,1336
73,2,0,664,4,1336
74,2,0,664,4,1336
75,2,0,664,4,1336
76,2,0,664,4,1336
77,2,0,664,4,1336
78,2,0,664,4,1336
79,2,0,664,4,1336
80,2,0,664,4,1336
81,2,0,664,4,1336
82,2,0,664,4,1336
83,2,0,664,4,1336
84,2,0,664,4,1336
85,2,0,664,4,1336
86,2,0,664,4,1336
87,2,0,664,4,1336
88,2,0,664,4,1336
89,2,0,664,4,1336
90,2,0,664,4,1336
91,3,4,656,8,1992
92,3,4,656,8,1992
93,3,4,656,8,1992
94,3,4,656,8,1992
95,3,4,656,8,1992
96,3,4,656,8,1992
97,3,4,656,8,1992
98,3,4,656,8,1992
99,3,4,656,8,1992
